5,0.983009750002032,0,0.00731258435648691,0,LGA,arr_rate,M4,H1,rate_28
10,0.982665332957587,-0.000649278856213399,0.00739749494626975,0.00104506165362097,LGA,arr_rate,M4,H1,rate_28
15,0.982512259529127,0.00324269963054544,0.00748483350890188,0.00970500184923604,LGA,arr_rate,M4,H1,rate_28
20,0.982359193422301,0.0135714509489962,0.00760347669577214,0.0243463501639789,LGA,arr_rate,M4,H1,rate_28
25,0.98224438285973,0.0130797356468812,0.00752849848914913,0.023732214671111,LGA,arr_rate,M4,H1,rate_28
30,0.981899980458555,0.0161342025489294,0.00769823208324281,0.0220266235846879,LGA,arr_rate,M4,H1,rate_28
5,0.838778836168966,0.33814590691498,0.0383221389507178,0.141237759970027,LGA,arr_rate,M4,H1,rate_30
10,0.8320442056908,0.33998255534632,0.0285182825520881,0.106467165018938,LGA,arr_rate,M4,H1,rate_30
15,0.827069630435335,0.33449933061974,0.0256152524385791,0.0987185388160945,LGA,arr_rate,M4,H1,rate_30
20,0.825653684748397,0.333800613087406,0.0239412241006031,0.0865740940634525,LGA,arr_rate,M4,H1,rate_30
25,0.824314389261035,0.330727039403343,0.0242565993274958,0.0903716014775506,LGA,arr_rate,M4,H1,rate_30
30,0.823204714898818,0.331113890294969,0.0225928390168106,0.0851348906638129,LGA,arr_rate,M4,H1,rate_30
5,0.976963455741557,-7.54763772407047e-05,0.0109874945532559,0.000168770310205634,LGA,arr_rate,M4,H1,rate_32
10,0.976580819761035,0.00680119550772293,0.0106258557935235,0.0177659106243166,LGA,arr_rate,M4,H1,rate_32
15,0.976466031163369,0.0199229963078758,0.0103221232455637,0.0274901369217029,LGA,arr_rate,M4,H1,rate_32
20,0.976083373217941,0.0249642632443927,0.010140511314194,0.0300086389371776,LGA,arr_rate,M4,H1,rate_32
25,0.97581550387018,0.0320515864751734,0.00994237528581188,0.0365010577498261,LGA,arr_rate,M4,H1,rate_32
30,0.975356283584799,0.0241996336424254,0.00980503777845805,0.035298156497569,LGA,arr_rate,M4,H1,rate_32
5,0.940303757075171,0.00428907576630076,0.0109902836860974,0.00455530956515902,LGA,arr_rate,M4,H1,rate_34
10,0.939079257507111,0.0219557784422153,0.0117337952315479,0.0191357420193849,LGA,arr_rate,M4,H1,rate_34
15,0.937242471546844,0.0166491318504096,0.0121581513096842,0.015789740357202,LGA,arr_rate,M4,H1,rate_34
20,0.936285812040005,0.0232973661853971,0.0124325610363251,0.0207029874610853,LGA,arr_rate,M4,H1,rate_34
25,0.935635328676627,0.0247278196942647,0.0128823042093878,0.0160066600441741,LGA,arr_rate,M4,H1,rate_34
30,0.934181186018517,0.019672063910822,0.0128425949135291,0.0154011475168592,LGA,arr_rate,M4,H1,rate_34
5,0.818691768746736,0.0419523181008735,0.0300946524197771,0.0203813189628623,LGA,arr_rate,M4,H1,rate_36
10,0.820757817072018,0.164217005046627,0.0254603765221421,0.0245268367834576,LGA,arr_rate,M4,H1,rate_36
15,0.825732590011635,0.220216265524526,0.0261328328503839,0.0327374392555693,LGA,arr_rate,M4,H1,rate_36
20,0.826957089579695,0.246693690938756,0.0269887689123028,0.0396220719850227,LGA,arr_rate,M4,H1,rate_36
25,0.828334662576215,0.266849993604585,0.0267854749248217,0.0415696501787064,LGA,arr_rate,M4,H1,rate_36
30,0.827798814056163,0.274726363338303,0.0262968057037126,0.0438981665232245,LGA,arr_rate,M4,H1,rate_36
5,0.870388502806859,0.278225352103179,0.0120436559723333,0.024551018556648,LGA,arr_rate,M4,H1,rate_38
10,0.871038832415896,0.330050550308541,0.0125856345823155,0.0269466872713056,LGA,arr_rate,M4,H1,rate_38
