5,0.838396200188444,0.33453870740944,0.0371639192037907,0.13553376209617,LGA,arr_rate,M3,H1,rate_30
10,0.830704888238532,0.336003370059971,0.0280628802855495,0.105446569668913,LGA,arr_rate,M3,H1,rate_30
15,0.826457417259481,0.332752282881648,0.0253191977138154,0.0972163335203231,LGA,arr_rate,M3,H1,rate_30
20,0.82523288840488,0.333059558053191,0.0239845739343121,0.0909931891797005,LGA,arr_rate,M3,H1,rate_30
25,0.823625613745228,0.33084545259398,0.0238710631724236,0.0886215532802784,LGA,arr_rate,M3,H1,rate_30
30,0.822860275889467,0.329291162357309,0.0226585617805543,0.0834607671433419,LGA,arr_rate,M3,H1,rate_30
5,0.983009750002032,0,0.00731258435648691,0,LGA,arr_rate,M3,H1,rate_28
10,0.982818413707683,-0.000374038304626509,0.0073835780751485,0.000453790156121474,LGA,arr_rate,M3,H1,rate_28
15,0.982473996663238,0.00704567263307198,0.00747135831545814,0.0102361528042129,LGA,arr_rate,M3,H1,rate_28
20,0.982359193422301,0.0174658071704878,0.00760347669577214,0.0224248039320241,LGA,arr_rate,M3,H1,rate_28
25,0.982282653047254,0.0170737811780728,0.00752264884506926,0.0218619561320448,LGA,arr_rate,M3,H1,rate_28
30,0.981976491547062,0.012121786268902,0.00741957450734284,0.0226774212286831,LGA,arr_rate,M3,H1,rate_28
5,0.838281396947508,0.335624653955127,0.0379160381436705,0.140696775770302,LGA,arr_rate,M3,H1,rate_30
10,0.830207390443992,0.333507737287367,0.0279868927959974,0.10809192029935,LGA,arr_rate,M3,H1,rate_30
15,0.827031287031458,0.334189194609214,0.0258764306991529,0.0956701518719279,LGA,arr_rate,M3,H1,rate_30
20,0.825921605347605,0.334085963963096,0.0249968914937272,0.091883367232467,LGA,arr_rate,M3,H1,rate_30
25,0.823969994181496,0.330330914573649,0.0238227040927992,0.0873017066770966,LGA,arr_rate,M3,H1,rate_30
30,0.822362785416562,0.328916742465287,0.0227087045211349,0.0836801119185028,LGA,arr_rate,M3,H1,rate_30
5,0.976963455741557,-7.54763772407047e-05,0.0109874945532559,0.000168770310205634,LGA,arr_rate,M3,H1,rate_32
10,0.976695608358701,0.00698487443268524,0.0107379322908454,0.0176388951443528,LGA,arr_rate,M3,H1,rate_32
15,0.976466038485004,0.0154523274018011,0.010431456459544,0.0239115191508009,LGA,arr_rate,M3,H1,rate_32
20,0.976083365896306,0.025356193133848,0.01003074423511,0.0355151086030803,LGA,arr_rate,M3,H1,rate_32
25,0.975892044245228,0.0223122652653198,0.0099021740541881,0.0312744163864803,LGA,arr_rate,M3,H1,rate_32
30,0.975471086825735,0.0211396975115879,0.00979478438431492,0.0305489719648931,LGA,arr_rate,M3,H1,rate_32
5,0.940342019941059,0.00664163555115671,0.0111698466138646,0.00776695563943482,LGA,arr_rate,M3,H1,rate_34
10,0.938773139936731,0.0215213245910077,0.0119885504030286,0.0161311925270713,LGA,arr_rate,M3,H1,rate_34
15,0.937319041208433,0.0205350919038602,0.0124256537836515,0.0166733050291782,LGA,arr_rate,M3,H1,rate_34
20,0.936362359736688,0.0212169348870076,0.0126315563878082,0.019608822148081,LGA,arr_rate,M3,H1,rate_34
25,0.935214407865311,0.0219100197611944,0.0128223477530887,0.0145781431318375,LGA,arr_rate,M3,H1,rate_34
30,0.934793435802547,0.0222195438385068,0.0126968447438332,0.0164929698679341,LGA,arr_rate,M3,H1,rate_34
5,0.819227478155718,0.0445394232353359,0.0299968437708718,0.0193665795968509,LGA,arr_rate,M3,H1,rate_36
10,0.821484921348431,0.165573366449796,0.0249501155008481,0.0241157391762345,LGA,arr_rate,M3,H1,rate_36
15,0.825120288976158,0.217565613924405,0.025740798441554,0.0308816212123027,LGA,arr_rate,M3,H1,rate_36
20,0.826995286550866,0.246636475742987,0.0259972060996897,0.0339890957762743,LGA,arr_rate,M3,H1,rate_36
25,0.828066859123171,0.263670276811672,0.0273863019671362,0.0449742306571972,LGA,arr_rate,M3,H1,rate_36
30,0.827837084243687,0.274800349716996,0.0269544418155938,0.0482988786523152,LGA,arr_rate,M3,H1,rate_36
5,0.869584887441939,0.274312706032646,0.0120643712993774,0.0300993957163244,LGA,arr_rate,M3,H1,rate_38
10,0.871574658971042,0.333127678109295,0.0118321309259322,0.0282617670518206,LGA,arr_rate,M3,H1,rate_38
15,0.87015873524901,0.338026901659423,0.0140679973141899,0.0337500821117319,LGA,arr_rate,M3,H1,rate_38
20,0.869278608795583,0.340087781355168,0.0134320550079566,0.033083806186373,LGA,arr_rate,M3,H1,rate_38
25,0.868168853895377,0.339767096244577,0.0138134166596835,0.0351855700017255,LGA,arr_rate,M3,H1,rate_38
30,0.867480085701205,0.338016825919978,0.0133616326303646,0.0358184920363182,LGA,arr_rate,M3,H1,rate_38
5,0.691145426639375,0.329050001459736,0.0238718132797737,0.0418274919259291,LGA,arr_rate,M3,H1,rate_40
10,0.708059590203681,0.370188755693917,0.0247182875206835,0.04139504256576,LGA,arr_rate,M3,H1,rate_40
15,0.719692826649815,0.396536015058719,0.023359865175942,0.0371491517861397,LGA,arr_rate,M3,H1,rate_40
20,0.727078599438533,0.413505176567586,0.0211682731064225,0.0341651188112561,LGA,arr_rate,M3,H1,rate_40
25,0.731441005447956,0.423706930250728,0.0217680289697954,0.0346887986644849,LGA,arr_rate,M3,H1,rate_40
30,0.731517531179733,0.424151279579758,0.0206451869446242,0.0320855671511223,LGA,arr_rate,M3,H1,rate_40
